企業名,登記上本店所在地‐住所,登記上本店所在地‐地域コード,本社事務所所在地‐住所,本社事務所所在地‐地域コード,実質上設立年月日,形式上設立年月日,所属団体１,所属団体２,所属団体３,所属商工会議所
福井コンピュータホールディング,福井市高木中央１－２５０１,18201,福井市高木中央１－２５０１,18201,1979/12/17,1979/12/17,福井県情報システム工業会,福井県情報産業協同組合,ＪＰＳＡ,福井商工会議所
科研製薬,東京都文京区本駒込２－２８－８,13105,東京都文京区本駒込２－２８－８,13105,1948/03/01,1948/03/01,日本製薬工業協会,東京医薬品工業協会,農薬工業会,東京商工会議所
稲畑産業,大阪市中央区南船場１－１５－１４,27128,東京都中央区日本橋本町２－８－２,13102,1918/06/10,1918/06/10,日本貿易会,-,-,大阪商工会議所
積水化学工業,大阪市北区西天満２－４－４　堂島関電ビル,27127,東京都港区虎ノ門２－１０－４　オークラプレステージタワー,13103,1947/03/03,1947/03/03,日本化学工業協会,塩化ビニル管・継手協会,プレハブ建築協会,大阪商工会議所
積水化成品工業,大阪市北区西天満２－４－４　堂島関電ビル,27127,大阪市北区西天満２－４－４　堂島関電ビル,27127,1959/10/01,1948/11/20,発泡スチロール協会,発泡スチレンシート工業会,-,大阪商工会議所
積水樹脂,大阪市北区西天満２－４－４　堂島関電ビル,27127,大阪市北区西天満２－４－４　堂島関電ビル,27127,1954/11/26,1941/09/03,-,-,-,大阪商工会議所
空港施設,東京都大田区羽田空港１－６－５　第五綜合ビル,13111,東京都大田区羽田空港１－６－５　第五綜合ビル,13111,1970/02/06,1970/02/06,-,-,-,東京商工会議所
立花エレテック,大阪市西区西本町１－１３－２５,27106,大阪市西区西本町１－１３－２５,27106,1948/07/12,1948/07/12,日本配電制御システム工業会,日本金型工業会,近畿冷凍空調工業会,大阪商工会議所
第一三共,東京都中央区日本橋本町３－５－１,13102,東京都中央区日本橋本町３－５－１,13102,2005/09/28,2005/09/28,日本製薬団体連合会,日本製薬工業協会,東京医薬品工業協会,東京商工会議所
第一実業,東京都千代田区神田駿河台４－６,13101,東京都千代田区神田駿河台４－６　御茶ノ水ソラシティ,13101,1948/08/12,1948/08/12,-,-,-,東京商工会議所
第一工業製薬,京都市下京区西七条東久保町５５,26106,京都市南区吉祥院大河原町５,26107,1918/08/25,1918/08/25,日本化学工業協会,日本界面活性剤工業会,日本石鹸洗剤工業会,京都商工会議所
第一稀元素化学工業,大阪市中央区北浜４－４－９,27128,大阪市中央区北浜４－４－９　シュナイダーエレクトリック大阪ビル,27128,1956/05/21,1956/05/21,触媒工業協会,日本セラミックス協会,-,大阪商工会議所
第一興商,東京都品川区北品川５－５－２６,13109,東京都品川区北品川５－５－２６,13109,1973/04/16,1973/04/16,全国カラオケ事業者協会,日本カラオケボックス協会連合会,音楽電子事業協会,東京商工会議所
綜合警備保障,東京都港区元赤坂１－６－６,13103,東京都港区元赤坂１－６－６,13103,1965/07/16,1965/07/16,全国警備業協会,日本防犯設備協会,-,東京商工会議所
群栄化学工業,群馬県高崎市宿大類町７００,10202,群馬県高崎市宿大類町７００,10202,1946/01/23,1946/01/23,合成樹脂工業協会,全日本糖化工業会,-,高崎商工会議所
能美防災,東京都千代田区九段南４－７－３,13101,東京都千代田区九段南４－７－３,13101,1944/05/05,1944/05/05,日本火災報知機工業会,日本消火装置工業会,全国消防機器協会,東京商工会議所
芝浦メカトロニクス,横浜市栄区笠間２－５－１,14115,横浜市栄区笠間２－５－１,14115,1939/10/12,1939/10/12,日本真空工業会,日本半導体製造装置協会,日本ＩＥ協会,-
芝浦機械,東京都千代田区内幸町２－２－２,13101,静岡県沼津市大岡２０６８－３,22203,1949/03/18,1949/03/18,日本工作機械工業会,日本産業機械工業会,日本プラスチック機械工業会,東京商工会議所
芦森工業,大阪府摂津市千里丘７－１１－６１,27224,大阪府摂津市千里丘７－１１－６１,27224,1935/12/27,1935/12/27,日本消防ホース工業会,パルテム技術協会,-,大阪商工会議所
若築建設,北九州市若松区浜町１－４－７,40103,東京都目黒区下目黒２－２３－１８,13110,1890/05/23,1890/05/23,日本建設業連合会,日本埋立浚渫協会,-,東京商工会議所
荒川化学工業,大阪市中央区平野町１－３－７,27128,大阪市中央区平野町１－３－７,27128,1956/09/01,1936/05/31,日本産業洗浄協議会,近畿化学協会,日本化学工業協会,大阪商工会議所
菱電商事,東京都豊島区東池袋３－１５－１５,13116,東京都豊島区東池袋３－１５－１５,13116,1947/04/22,1947/04/22,-,-,-,東京商工会議所
萩原電気ホールディングス,名古屋市東区東桜２－２－１,23102,名古屋市東区東桜２－２－１,23102,1958/12/20,1958/12/20,組込みシステム技術協会,中部エレクトロニクス振興会,名古屋産業振興公社,名古屋商工会議所
蔵王産業,東京都江東区毛利１－１９－５,13108,東京都江東区毛利１－１９－５,13108,1956/04/20,1956/04/20,全国インテリアクリーニング協会,-,-,-
藤倉コンポジット,東京都江東区有明３－５－７,13108,東京都江東区有明３－５－７　ＴＯＣ有明,13108,1920/04/01,1920/04/01,日本ゴム工業会,-,-,東京商工会議所
藤倉化成,東京都板橋区蓮根３－２０－７,13119,東京都港区芝公園２－６－１５　黒龍芝公園ビル,13103,1938/09/22,1938/09/22,日本塗料工業会,関東塗料工業組合,-,東京商工会議所
藤森工業,東京都文京区小石川１－１－１,13105,東京都文京区小石川１－１－１　文京ガーデンゲートタワー,13105,1936/11/04,1936/11/04,日本プラスチック工業連盟,軟包装衛生協議会,日本ポリエチレン製品工業連合会,東京商工会議所
虹技,兵庫県姫路市大津区勘兵衛町４－１,28201,兵庫県姫路市大津区勘兵衛町４－１,28201,1940/06/11,1940/06/11,日本鋳造工学会,素形材センター,日本鋳造協会,姫路商工会議所
蝶理,大阪市中央区淡路町１－７－３,27128,大阪市中央区淡路町１－７－３,27128,1948/09/02,1948/09/02,日本貿易会,-,-,大阪商工会議所
西日本旅客鉄道,大阪市北区芝田２－４－２４,27127,大阪市北区芝田２－４－２４,27127,1987/04/01,1987/04/01,-,-,-,大阪商工会議所
西日本鉄道,福岡市博多区博多駅前３－５－７,40132,福岡市博多区博多駅前３－５－７　博多センタービル,40132,1908/12/17,1908/12/17,日本民営鉄道協会,日本バス協会,九州鉄道協会,福岡商工会議所
西松建設,東京都港区虎ノ門１－１７－１,13103,東京都港区虎ノ門１－１７－１　虎ノ門ヒルズビジネスタワー,13103,1937/09/20,1937/09/20,日本建設業連合会,-,-,東京商工会議所
西華産業,東京都千代田区丸の内３－３－１　新東京ビル,13101,東京都千代田区丸の内３－３－１　新東京ビル,13101,1947/10/01,1947/10/01,日本貿易会,日本機械輸出組合,-,東京商工会議所
西部ガスホールディングス,福岡市博多区千代１－１７－１,40132,福岡市博多区千代１－１７－１,40132,1930/12/01,1930/12/01,日本ガス協会,日本熱供給事業協会,-,福岡商工会議所
豊田合成,愛知県清須市春日長畑１,23233,愛知県清須市春日長畑１,23233,1949/06/15,1949/06/15,日本自動車部品工業会,日本ゴム工業会,中部生産性本部,名古屋商工会議所
近畿車両,大阪府東大阪市稲田上町２－２－４６,27227,大阪府東大阪市稲田上町２－２－４６,27227,1939/11/18,1939/11/18,日本鉄道車輌工業会,日本鉄道システム輸出組合,-,東大阪商工会議所
近鉄グループホールディングス,大阪市天王寺区上本町６－１－５５,27109,大阪市天王寺区上本町６－１－５５,27109,1944/06/01,1944/06/01,-,-,-,大阪商工会議所
進学会ホールディングス,札幌市白石区本郷通１－北１－１５,01104,札幌市白石区本郷通１－北１－１５,01104,1976/06/17,1976/06/17,-,-,-,札幌商工会議所
遠藤照明,大阪市中央区本町１－６－１９,27128,大阪市中央区備後町１－７－３　ＥＮＤＯ堺筋ビル,27128,1972/08/25,1972/08/25,関西照明器具工業協同組合,日本照明工業会,-,-
都築電気,東京都港区新橋６－１９－１５　東京美術倶楽部ビル,13103,東京都港区新橋６－１９－１５　東京美術倶楽部ビル,13103,1941/03/26,1941/03/26,情報通信設備協会,鉄道電業研究会,-,東京商工会議所
酉島製作所,大阪府高槻市宮田町１－１－８,27207,大阪府高槻市宮田町１－１－８,27207,1928/04/20,1928/04/20,日本機械工業連合会,日本産業機械工業会,-,大阪商工会議所
酒井重工業,東京都港区芝大門１－４－８　浜松町清和ビル,13103,東京都港区芝大門１－４－８　浜松町清和ビル,13103,1949/05/07,1949/05/07,日本建設機械工業会,日本建設機械化協会,建設荷役車両安全技術協会,東京商工会議所
野村マイクロ・サイエンス,神奈川県厚木市岡田２－９－８,14212,神奈川県厚木市岡田２－９－８,14212,1969/04/02,1969/04/02,セミジャパン,半導体協会,-,厚木商工会議所
野村不動産ホールディングス,東京都新宿区西新宿１－２６－２,13104,東京都新宿区西新宿１－２６－２,13104,2004/06/01,2004/06/01,不動産協会,首都圏不動産公正取引協議会,-,東京商工会議所
野村総合研究所,東京都千代田区大手町１－９－２,13101,東京都千代田区大手町１－９－２,13101,1965/04/01,1966/01/05,情報サービス産業協会,日本情報システム・ユーザー協会,日本情報経済社会推進協会,東京商工会議所
鉄建建設,東京都千代田区神田三崎町２－５－３,13101,東京都千代田区神田三崎町２－５－３,13101,1944/02/01,1944/02/01,日本建設業連合会,東京建築業協会,土木学会,東京商工会議所
銭高組,大阪市西区西本町２－２－４,27106,東京都千代田区一番町３１,13101,1931/04/10,1931/04/10,日本建設業連合会,海外建設協会,日本ダム協会,大阪商工会議所
長瀬産業,大阪市西区新町１－１－１７,27106,東京都中央区日本橋小舟町５－１,13102,1917/12/09,1917/12/09,日本貿易会,-,-,大阪商工会議所
長谷工コーポレーション,東京都港区芝２－３２－１,13103,東京都港区芝２－３２－１,13103,1946/08/22,1946/08/22,日本建設業連合会,不動産協会,-,-
長野計器,東京都大田区東馬込１－３０－４,13111,東京都大田区東馬込１－３０－４,13111,1948/12/21,1948/12/21,日本計量振興協会,日本計量機器工業連合会,日本圧力計温度計工業会,東京商工会議所
関東電化工業,東京都千代田区丸の内２－３－２,13101,東京都千代田区丸の内２－３－２　郵船ビルディング,13101,1938/09/22,1938/09/22,日本化学工業協会,日本ソーダ工業会,日本産業・医療ガス協会,東京商工会議所
関西スーパーマーケット,兵庫県伊丹市中央５－３－３８,28207,兵庫県伊丹市中央５－３－３８,28207,1959/07/29,1959/07/29,ＡＪＳ,日本スーパーマーケット協会,-,伊丹商工会議所
関西ペイント,兵庫県尼崎市神崎町３３－１,28202,大阪市中央区今橋２－６－１４,27128,1918/05/17,1918/05/17,日本塗料工業会,日本化学工業協会,-,大阪商工会議所
関電工,東京都港区芝浦４－８－３３,13103,東京都港区芝浦４－８－３３,13103,1944/09/01,1944/09/01,日本電設工業協会,-,-,東京商工会議所
阪和興業,大阪市中央区伏見町４－３－９　ＨＫ淀屋橋ガーデンアベニュー,27128,東京都中央区築地１－１３－１　銀座松竹スクエア,13102,1947/04/01,1947/04/01,日本鉄鋼連盟,日本貿易会,日本貿易振興機構（ＪＥＴＲＯ）,東京商工会議所
